song_id,song_name,artist_id,genre,duration_ms
S01177,Song 01177,A0002,latin,210825
S01178,Song 01178,A0298,electronic,221378
S01179,Song 01179,A0316,metal,230732
S01180,Song 01180,A0297,r_and_b,214274
S01181,Song 01181,A0196,classical,209463
S01182,Song 01182,A0129,electronic,107121
S01183,Song 01183,A0380,r_and_b,244067
S01184,Song 01184,A0029,latin,279973
S01185,Song 01185,A0088,reggaeton,186973
S01186,Song 01186,A0387,r_and_b,160373
S01187,Song 01187,A0285,metal,273836
S01188,Song 01188,A0371,reggaeton,174892
S01189,Song 01189,A0368,indie_rock,229602
S01190,Song 01190,A0132,r_and_b,250185
S01191,Song 01191,A0088,reggaeton,292060
S01192,Song 01192,A0340,country,423880
S01193,Song 01193,A0151,electronic,207496
S01194,Song 01194,A0065,country,30000
S01195,Song 01195,A0318,hip_hop,229839
S01196,Song 01196,A0119,rock,170866
S01197,Song 01197,A0221,electronic,264932
S01198,Song 01198,A0396,country,247023
S01199,Song 01199,A0140,latin,283319
S01200,Song 01200,A0049,jazz,220922
S01201,Song 01201,A0383,jazz,282611
S01202,Song 01202,A0242,electronic,189679
S01203,Song 01203,A0002,latin,272305
S01204,Song 01204,A0300,r_and_b,149174
S01205,Song 01205,A0185,country,161062
S01206,Song 01206,A0330,hip_hop,213623
S01207,Song 01207,A0379,rock,263194
S01208,Song 01208,A0378,pop,156419
S01209,Song 01209,A0012,electronic,220114
S01210,Song 01210,A0034,latin,261874
S01211,Song 01211,A0397,rock,266052
S01212,Song 01212,A0295,hip_hop,144004
S01213,Song 01213,A0233,metal,342443
S01214,Song 01214,A0271,latin,194783
S01215,Song 01215,A0349,hip_hop,246799
S01216,Song 01216,A0208,hip_hop,319821
S01217,Song 01217,A0361,r_and_b,169593
S01218,Song 01218,A0112,hip_hop,92539
S01219,Song 01219,A0053,country,300166
S01220,Song 01220,A0345,jazz,124525
S01221,Song 01221,A0273,metal,229659
S01222,Song 01222,A0150,indie_rock,161977
S01223,Song 01223,A0040,classical,347286
S01224,Song 01224,A0272,r_and_b,244899
S01225,Song 01225,A0294,metal,337158
S01226,Song 01226,A0138,country,255983
S01227,Song 01227,A0090,electronic,184878
S01228,Song 01228,A0183,jazz,280773
S01229,Song 01229,A0172,classical,152834
S01230,Song 01230,A0394,classical,182988
S01231,Song 01231,A0011,hip_hop,281472
S01232,Song 01232,A0090,electronic,271081
S01233,Song 01233,A0374,electronic,157103
S01234,Song 01234,A0342,classical,209565
S01235,Song 01235,A0209,classical,206537
S01236,Song 01236,A0033,metal,135347
S01237,Song 01237,A0237,metal,296229
S01238,Song 01238,A0387,r_and_b,136207
S01239,Song 01239,A0012,electronic,212123
S01240,Song 01240,A0259,electronic,217611
S01241,Song 01241,A0309,reggaeton,224438
S01242,Song 01242,A0142,indie_rock,30000
S01243,Song 01243,A0197,pop,229706
S01244,Song 01244,A0324,classical,177666
S01245,Song 01245,A0077,rock,306611
S01246,Song 01246,A0304,latin,120292
S01247,Song 01247,A0008,pop,284204
S01248,Song 01248,A0389,metal,255804
S01249,Song 01249,A0009,reggaeton,165117
S01250,Song 01250,A0286,indie_rock,233514
S01251,Song 01251,A0173,metal,263307
S01252,Song 01252,A0315,pop,132686
S01253,Song 01253,A0379,rock,101531
S01254,Song 01254,A0159,latin,195395
S01255,Song 01255,A0389,metal,262950
S01256,Song 01256,A0333,jazz,243594
S01257,Song 01257,A0062,jazz,225408
S01258,Song 01258,A0315,pop,180496
S01259,Song 01259,A0142,indie_rock,187636
S01260,Song 01260,A0203,classical,278796
S01261,Song 01261,A0306,r_and_b,255655
S01262,Song 01262,A0107,hip_hop,332500
S01263,Song 01263,A0092,indie_rock,265085
S01264,Song 01264,A0395,electronic,232549
S01265,Song 01265,A0313,electronic,197909
S01266,Song 01266,A0195,classical,221866
S01267,Song 01267,A0022,country,324345
S01268,Song 01268,A0329,reggaeton,192105
S01269,Song 01269,A0082,metal,203123
S01270,Song 01270,A0031,latin,241979
S01271,Song 01271,A0144,pop,257003
S01272,Song 01272,A0132,r_and_b,314102
S01273,Song 01273,A0327,indie_rock,215869
S01274,Song 01274,A0086,indie_rock,369802
S01275,Song 01275,A0138,country,230204
S01276,Song 01276,A0303,hip_hop,241052
S01277,Song 01277,A0287,indie_rock,244919
S01278,Song 01278,A0162,rock,318227
S01279,Song 01279,A0014,r_and_b,287739
S01280,Song 01280,A0328,electronic,240528
S01281,Song 01281,A0253,country,157944
S01282,Song 01282,A0145,pop,138947
S01283,Song 01283,A0148,classical,244942
S01284,Song 01284,A0136,electronic,244957
S01285,Song 01285,A0129,electronic,216065
S01286,Song 01286,A0138,country,240732
S01287,Song 01287,A0200,classical,178948
S01288,Song 01288,A0105,hip_hop,241759
S01289,Song 01289,A0110,r_and_b,312120
S01290,Song 01290,A0237,metal,255236
S01291,Song 01291,A0041,hip_hop,230990
S01292,Song 01292,A0213,classical,237388
S01293,Song 01293,A0002,latin,289824
S01294,Song 01294,A0368,indie_rock,183145
S01295,Song 01295,A0103,indie_rock,196750
S01296,Song 01296,A0147,indie_rock,173522
S01297,Song 01297,A0108,jazz,108251
S01298,Song 01298,A0059,indie_rock,309925
S01299,Song 01299,A0227,reggaeton,270741
S01300,Song 01300,A0355,rock,171854
S01301,Song 01301,A0042,metal,344929
S01302,Song 01302,A0386,classical,175578
S01303,Song 01303,A0044,latin,251741
S01304,Song 01304,A0227,reggaeton,173824
S01305,Song 01305,A0183,jazz,314065
S01306,Song 01306,A0034,latin,257215
S01307,Song 01307,A0186,reggaeton,269908
S01308,Song 01308,A0208,hip_hop,267103
S01309,Song 01309,A0056,latin,376372
S01310,Song 01310,A0084,r_and_b,74261
S01311,Song 01311,A0277,electronic,198141
S01312,Song 01312,A0145,pop,233869
S01313,Song 01313,A0183,jazz,263723
S01314,Song 01314,A0175,classical,222263
S01315,Song 01315,A0381,r_and_b,227847
S01316,Song 01316,A0027,rock,286449
S01317,Song 01317,A0114,electronic,290315
S01318,Song 01318,A0211,pop,193920
S01319,Song 01319,A0246,country,312795
S01320,Song 01320,A0211,pop,234835
S01321,Song 01321,A0372,hip_hop,247930
S01322,Song 01322,A0108,jazz,372351
S01323,Song 01323,A0231,metal,333444
S01324,Song 01324,A0046,classical,106036
S01325,Song 01325,A0117,rock,283624
S01326,Song 01326,A0244,jazz,297727
S01327,Song 01327,A0201,r_and_b,257029
S01328,Song 01328,A0271,latin,192227
S01329,Song 01329,A0058,electronic,330804
S01330,Song 01330,A0395,electronic,199845
S01331,Song 01331,A0156,metal,230995
S01332,Song 01332,A0250,metal,181619
S01333,Song 01333,A0236,hip_hop,216915
S01334,Song 01334,A0086,indie_rock,130181
S01335,Song 01335,A0135,indie_rock,306182
S01336,Song 01336,A0084,r_and_b,187052
S01337,Song 01337,A0063,jazz,230943
S01338,Song 01338,A0007,latin,202296
S01339,Song 01339,A0314,latin,328804
S01340,Song 01340,A0039,reggaeton,368093
S01341,Song 01341,A0345,jazz,260898
S01342,Song 01342,A0331,jazz,240412
S01343,Song 01343,A0358,latin,244387
S01344,Song 01344,A0015,jazz,164402
S01345,Song 01345,A0085,jazz,162187
S01346,Song 01346,A0188,rock,188420
S01347,Song 01347,A0384,rock,232099
S01348,Song 01348,A0083,indie_rock,181786
S01349,Song 01349,A0150,indie_rock,207070
S01350,Song 01350,A0260,rock,227144
S01351,Song 01351,A0008,pop,266721
S01352,Song 01352,A0317,country,232464
S01353,Song 01353,A0365,classical,183778
S01354,Song 01354,A0227,reggaeton,219252
S01355,Song 01355,A0226,country,135257
S01356,Song 01356,A0283,latin,298604
S01357,Song 01357,A0319,latin,270891
S01358,Song 01358,A0017,metal,252947
S01359,Song 01359,A0300,r_and_b,108023
S01360,Song 01360,A0041,hip_hop,199852
S01361,Song 01361,A0399,latin,230266
S01362,Song 01362,A0025,country,194922
S01363,Song 01363,A0259,electronic,265908
S01364,Song 01364,A0106,country,121745
S01365,Song 01365,A0214,electronic,257101
S01366,Song 01366,A0009,reggaeton,296114
S01367,Song 01367,A0175,classical,188218
S01368,Song 01368,A0302,electronic,184302
S01369,Song 01369,A0058,electronic,144498
S01370,Song 01370,A0342,classical,255373
S01371,Song 01371,A0191,r_and_b,207404
S01372,Song 01372,A0307,hip_hop,217601
S01373,Song 01373,A0388,hip_hop,173734
S01374,Song 01374,A0108,jazz,252055
S01375,Song 01375,A0164,classical,221223
S01376,Song 01376,A0168,reggaeton,207410
S01377,Song 01377,A0353,r_and_b,193704
S01378,Song 01378,A0263,electronic,242846
S01379,Song 01379,A0011,hip_hop,191483
S01380,Song 01380,A0071,latin,174314
S01381,Song 01381,A0345,jazz,185044
S01382,Song 01382,A0130,hip_hop,184355
S01383,Song 01383,A0306,r_and_b,141705
S01384,Song 01384,A0280,latin,334537
S01385,Song 01385,A0176,classical,321385
S01386,Song 01386,A0200,classical,110688
S01387,Song 01387,A0104,pop,171324
S01388,Song 01388,A0157,electronic,155150
S01389,Song 01389,A0365,classical,320912
S01390,Song 01390,A0092,indie_rock,185968
S01391,Song 01391,A0378,pop,247179
S01392,Song 01392,A0318,hip_hop,163401
S01393,Song 01393,A0288,jazz,200755
S01394,Song 01394,A0128,electronic,275028
S01395,Song 01395,A0104,pop,360132
S01396,Song 01396,A0170,electronic,230800
S01397,Song 01397,A0095,r_and_b,313795
S01398,Song 01398,A0225,jazz,326887
S01399,Song 01399,A0322,r_and_b,308752
S01400,Song 01400,A0078,reggaeton,306984
S01401,Song 01401,A0161,classical,175588
S01402,Song 01402,A0362,latin,292635
S01403,Song 01403,A0105,hip_hop,235904
S01404,Song 01404,A0128,electronic,94832
S01405,Song 01405,A0156,metal,262605
S01406,Song 01406,A0305,electronic,228290
S01407,Song 01407,A0255,classical,171356
S01408,Song 01408,A0261,classical,268169
S01409,Song 01409,A0130,hip_hop,170234
S01410,Song 01410,A0067,jazz,195350
S01411,Song 01411,A0246,country,188220
S01412,Song 01412,A0004,jazz,314565
S01413,Song 01413,A0253,country,183223
S01414,Song 01414,A0187,rock,340016
S01415,Song 01415,A0289,metal,258712
S01416,Song 01416,A0302,electronic,311245
S01417,Song 01417,A0235,metal,235631
S01418,Song 01418,A0054,jazz,232172
S01419,Song 01419,A0349,hip_hop,239105
S01420,Song 01420,A0322,r_and_b,281296
S01421,Song 01421,A0371,reggaeton,251884
S01422,Song 01422,A0079,electronic,282540
S01423,Song 01423,A0310,r_and_b,157521
S01424,Song 01424,A0150,indie_rock,298412
S01425,Song 01425,A0065,country,325650
S01426,Song 01426,A0050,reggaeton,274680
S01427,Song 01427,A0335,classical,268286
S01428,Song 01428,A0064,classical,257866
S01429,Song 01429,A0094,indie_rock,192124
S01430,Song 01430,A0247,pop,159122
S01431,Song 01431,A0014,r_and_b,217082
S01432,Song 01432,A0297,r_and_b,233775
S01433,Song 01433,A0392,rock,212578
S01434,Song 01434,A0022,country,255056
S01435,Song 01435,A0112,hip_hop,186380
S01436,Song 01436,A0335,classical,222208
S01437,Song 01437,A0161,classical,162834
S01438,Song 01438,A0221,electronic,147703
S01439,Song 01439,A0299,pop,320177
S01440,Song 01440,A0225,jazz,243517
S01441,Song 01441,A0228,r_and_b,215849
S01442,Song 01442,A0205,jazz,161048
S01443,Song 01443,A0299,pop,252586
S01444,Song 01444,A0051,reggaeton,347127
S01445,Song 01445,A0217,r_and_b,177330
S01446,Song 01446,A0381,r_and_b,200608
S01447,Song 01447,A0141,hip_hop,250373
S01448,Song 01448,A0350,rock,160828
S01449,Song 01449,A0231,metal,91740
S01450,Song 01450,A0046,classical,267566
S01451,Song 01451,A0179,hip_hop,209085
S01452,Song 01452,A0121,classical,290848
S01453,Song 01453,A0321,reggaeton,280607
S01454,Song 01454,A0075,reggaeton,229104
S01455,Song 01455,A0397,rock,128150
S01456,Song 01456,A0173,metal,305878
S01457,Song 01457,A0279,metal,256029
S01458,Song 01458,A0176,classical,236252
S01459,Song 01459,A0005,latin,232015
S01460,Song 01460,A0379,rock,227288
S01461,Song 01461,A0245,latin,257389
S01462,Song 01462,A0268,electronic,149359
S01463,Song 01463,A0024,reggaeton,234690
S01464,Song 01464,A0378,pop,158098
S01465,Song 01465,A0387,r_and_b,169435
S01466,Song 01466,A0340,country,221049
S01467,Song 01467,A0142,indie_rock,191944
S01468,Song 01468,A0067,jazz,228742
S01469,Song 01469,A0145,pop,218617
S01470,Song 01470,A0305,electronic,180728
S01471,Song 01471,A0039,reggaeton,264817
S01472,Song 01472,A0240,country,251870
S01473,Song 01473,A0322,r_and_b,201113
S01474,Song 01474,A0058,electronic,171864
S01475,Song 01475,A0230,r_and_b,315527
S01476,Song 01476,A0225,jazz,128385
S01477,Song 01477,A0012,electronic,257224
S01478,Song 01478,A0285,metal,174400
S01479,Song 01479,A0056,latin,272305
S01480,Song 01480,A0061,rock,209619
S01481,Song 01481,A0061,rock,338493
S01482,Song 01482,A0358,latin,250902
S01483,Song 01483,A0156,metal,200341
S01484,Song 01484,A0381,r_and_b,174414
S01485,Song 01485,A0148,classical,261722
S01486,Song 01486,A0399,latin,217185
S01487,Song 01487,A0140,latin,110813
S01488,Song 01488,A0007,latin,139377
S01489,Song 01489,A0021,electronic,104147
S01490,Song 01490,A0147,indie_rock,324911
S01491,Song 01491,A0249,rock,310797
S01492,Song 01492,A0069,pop,211736
S01493,Song 01493,A0345,jazz,293582
S01494,Song 01494,A0055,electronic,206906
S01495,Song 01495,A0219,country,206393
S01496,Song 01496,A0241,metal,210408
S01497,Song 01497,A0379,rock,261036
S01498,Song 01498,A0182,pop,181096
S01499,Song 01499,A0098,country,244692
S01500,Song 01500,A0259,electronic,217545
S01501,Song 01501,A0295,hip_hop,96838
S01502,Song 01502,A0310,r_and_b,127229
S01503,Song 01503,A0140,latin,269446
S01504,Song 01504,A0168,reggaeton,204984
S01505,Song 01505,A0259,electronic,186311
S01506,Song 01506,A0334,hip_hop,212149
S01507,Song 01507,A0057,country,196267
S01508,Song 01508,A0346,latin,214214
S01509,Song 01509,A0253,country,274941
S01510,Song 01510,A0400,metal,185647
S01511,Song 01511,A0363,electronic,238390
S01512,Song 01512,A0002,latin,283516
S01513,Song 01513,A0201,r_and_b,232165
S01514,Song 01514,A0135,indie_rock,79231
S01515,Song 01515,A0234,pop,300573
S01516,Song 01516,A0378,pop,145213
S01517,Song 01517,A0142,indie_rock,185063
S01518,Song 01518,A0348,classical,256735
S01519,Song 01519,A0054,jazz,341012
S01520,Song 01520,A0090,electronic,263167
S01521,Song 01521,A0393,rock,226295
S01522,Song 01522,A0340,country,195079
S01523,Song 01523,A0357,indie_rock,181604
S01524,Song 01524,A0372,hip_hop,153602
S01525,Song 01525,A0367,pop,272142
S01526,Song 01526,A0322,r_and_b,211920
S01527,Song 01527,A0386,classical,225100
S01528,Song 01528,A0048,rock,128901
S01529,Song 01529,A0081,r_and_b,230060
S01530,Song 01530,A0295,hip_hop,110045
S01531,Song 01531,A0154,pop,249843
S01532,Song 01532,A0001,metal,337216
S01533,Song 01533,A0174,jazz,155945
S01534,Song 01534,A0231,metal,139742
S01535,Song 01535,A0111,latin,300885
S01536,Song 01536,A0233,metal,181316
S01537,Song 01537,A0319,latin,296539
S01538,Song 01538,A0311,pop,131779
S01539,Song 01539,A0141,hip_hop,239272
S01540,Song 01540,A0121,classical,280351
S01541,Song 01541,A0287,indie_rock,242121
S01542,Song 01542,A0191,r_and_b,156853
S01543,Song 01543,A0071,latin,43673
S01544,Song 01544,A0157,electronic,211613
S01545,Song 01545,A0285,metal,168465
S01546,Song 01546,A0038,indie_rock,224164
S01547,Song 01547,A0241,metal,326905
S01548,Song 01548,A0151,electronic,117304
S01549,Song 01549,A0134,rock,195933
S01550,Song 01550,A0279,metal,262724
S01551,Song 01551,A0141,hip_hop,348023
S01552,Song 01552,A0274,pop,224552
S01553,Song 01553,A0116,electronic,294312
S01554,Song 01554,A0070,hip_hop,161906
S01555,Song 01555,A0150,indie_rock,225049
S01556,Song 01556,A0011,hip_hop,220940
S01557,Song 01557,A0288,jazz,263784
S01558,Song 01558,A0351,r_and_b,218429
S01559,Song 01559,A0273,metal,212440
S01560,Song 01560,A0264,latin,288842
S01561,Song 01561,A0098,country,224251
S01562,Song 01562,A0039,reggaeton,212275
S01563,Song 01563,A0373,rock,235652
S01564,Song 01564,A0236,hip_hop,211645
S01565,Song 01565,A0198,latin,284200
S01566,Song 01566,A0094,indie_rock,260577
S01567,Song 01567,A0364,pop,164172
S01568,Song 01568,A0281,latin,221694
S01569,Song 01569,A0381,r_and_b,110125
S01570,Song 01570,A0342,classical,161090
S01571,Song 01571,A0245,latin,220049
S01572,Song 01572,A0144,pop,305144
S01573,Song 01573,A0381,r_and_b,245844
S01574,Song 01574,A0324,classical,289300
S01575,Song 01575,A0181,latin,177431
S01576,Song 01576,A0018,country,307388
S01577,Song 01577,A0389,metal,259079
S01578,Song 01578,A0093,latin,188508
S01579,Song 01579,A0185,country,193621
S01580,Song 01580,A0152,jazz,209755
S01581,Song 01581,A0246,country,129075
S01582,Song 01582,A0187,rock,125371
S01583,Song 01583,A0099,pop,173414
S01584,Song 01584,A0177,pop,237938
S01585,Song 01585,A0007,latin,213811
S01586,Song 01586,A0360,reggaeton,329982
S01587,Song 01587,A0136,electronic,287463
S01588,Song 01588,A0104,pop,198035
S01589,Song 01589,A0219,country,296542
S01590,Song 01590,A0072,latin,196236
S01591,Song 01591,A0100,electronic,207184
S01592,Song 01592,A0346,latin,258533
S01593,Song 01593,A0090,electronic,383297
S01594,Song 01594,A0236,hip_hop,215344
S01595,Song 01595,A0183,jazz,349587
S01596,Song 01596,A0255,classical,212469
S01597,Song 01597,A0372,hip_hop,299312
S01598,Song 01598,A0170,electronic,307382
S01599,Song 01599,A0393,rock,272227
S01600,Song 01600,A0233,metal,274723
S01601,Song 01601,A0137,country,213408
S01602,Song 01602,A0338,r_and_b,123525
S01603,Song 01603,A0352,classical,230980
S01604,Song 01604,A0088,reggaeton,231372
S01605,Song 01605,A0370,country,344280
S01606,Song 01606,A0190,metal,235499
S01607,Song 01607,A0210,r_and_b,249452
S01608,Song 01608,A0114,electronic,263931
S01609,Song 01609,A0276,r_and_b,184362
S01610,Song 01610,A0229,reggaeton,241527
S01611,Song 01611,A0329,reggaeton,296518
S01612,Song 01612,A0137,country,219049
S01613,Song 01613,A0324,classical,154509
S01614,Song 01614,A0139,rock,231062
S01615,Song 01615,A0187,rock,295287
S01616,Song 01616,A0141,hip_hop,220591
S01617,Song 01617,A0242,electronic,196121
S01618,Song 01618,A0138,country,279590
S01619,Song 01619,A0222,hip_hop,127393
S01620,Song 01620,A0243,electronic,228022
S01621,Song 01621,A0229,reggaeton,224030
S01622,Song 01622,A0046,classical,170608
S01623,Song 01623,A0185,country,219748
S01624,Song 01624,A0137,country,290015
S01625,Song 01625,A0207,indie_rock,284402
S01626,Song 01626,A0006,latin,237422
S01627,Song 01627,A0053,country,296978
S01628,Song 01628,A0161,classical,264379
S01629,Song 01629,A0013,classical,145345
S01630,Song 01630,A0057,country,287009
S01631,Song 01631,A0097,rock,220968
S01632,Song 01632,A0235,metal,231008
S01633,Song 01633,A0122,reggaeton,235625
S01634,Song 01634,A0078,reggaeton,317980
S01635,Song 01635,A0036,latin,195079
S01636,Song 01636,A0396,country,262883
S01637,Song 01637,A0267,country,222438
S01638,Song 01638,A0289,metal,191684
S01639,Song 01639,A0277,electronic,122700
S01640,Song 01640,A0092,indie_rock,270803
S01641,Song 01641,A0308,electronic,192824
S01642,Song 01642,A0389,metal,200835
S01643,Song 01643,A0288,jazz,219173
S01644,Song 01644,A0337,pop,186721
S01645,Song 01645,A0175,classical,119877
S01646,Song 01646,A0050,reggaeton,326802
S01647,Song 01647,A0044,latin,268032
S01648,Song 01648,A0267,country,272283
S01649,Song 01649,A0152,jazz,240399
S01650,Song 01650,A0349,hip_hop,220181
S01651,Song 01651,A0044,latin,239301
S01652,Song 01652,A0002,latin,249340
S01653,Song 01653,A0348,classical,254941
S01654,Song 01654,A0050,reggaeton,330598
S01655,Song 01655,A0054,jazz,159510
S01656,Song 01656,A0077,rock,135690
S01657,Song 01657,A0305,electronic,194618
S01658,Song 01658,A0251,r_and_b,263754
S01659,Song 01659,A0058,electronic,236497
S01660,Song 01660,A0236,hip_hop,101280
S01661,Song 01661,A0363,electronic,261385
S01662,Song 01662,A0040,classical,316334
S01663,Song 01663,A0389,metal,205695
S01664,Song 01664,A0049,jazz,269111
S01665,Song 01665,A0376,rock,237121
S01666,Song 01666,A0038,indie_rock,181039
S01667,Song 01667,A0352,classical,301665
S01668,Song 01668,A0171,jazz,222467
S01669,Song 01669,A0334,hip_hop,135253
S01670,Song 01670,A0114,electronic,284068
S01671,Song 01671,A0126,country,88415
S01672,Song 01672,A0177,pop,348861
S01673,Song 01673,A0338,r_and_b,73786
S01674,Song 01674,A0374,electronic,170719
S01675,Song 01675,A0330,hip_hop,93852
S01676,Song 01676,A0204,rock,250956
S01677,Song 01677,A0387,r_and_b,301181
S01678,Song 01678,A0147,indie_rock,128151
S01679,Song 01679,A0164,classical,242060
S01680,Song 01680,A0162,rock,134273
S01681,Song 01681,A0352,classical,98877
S01682,Song 01682,A0251,r_and_b,223670
S01683,Song 01683,A0364,pop,289323
S01684,Song 01684,A0372,hip_hop,218192
S01685,Song 01685,A0354,pop,219725
S01686,Song 01686,A0184,electronic,276099
S01687,Song 01687,A0048,rock,239016
S01688,Song 01688,A0325,metal,275348
S01689,Song 01689,A0222,hip_hop,277881
S01690,Song 01690,A0297,r_and_b,250693
S01691,Song 01691,A0207,indie_rock,253667
S01692,Song 01692,A0270,classical,264443
S01693,Song 01693,A0371,reggaeton,213390
S01694,Song 01694,A0243,electronic,203537
S01695,Song 01695,A0264,latin,178757
S01696,Song 01696,A0248,electronic,274587
S01697,Song 01697,A0183,jazz,188829
S01698,Song 01698,A0200,classical,292937
S01699,Song 01699,A0360,reggaeton,306711
S01700,Song 01700,A0052,reggaeton,224311
S01701,Song 01701,A0211,pop,224422
S01702,Song 01702,A0260,rock,321695
S01703,Song 01703,A0237,metal,243440
S01704,Song 01704,A0045,indie_rock,353720
S01705,Song 01705,A0259,electronic,153610
S01706,Song 01706,A0306,r_and_b,132832
S01707,Song 01707,A0109,pop,241750
S01708,Song 01708,A0101,jazz,240937
S01709,Song 01709,A0389,metal,205571
S01710,Song 01710,A0284,latin,130911
S01711,Song 01711,A0163,pop,227614
S01712,Song 01712,A0239,pop,200824
S01713,Song 01713,A0137,country,263535
S01714,Song 01714,A0153,rock,243478
S01715,Song 01715,A0342,classical,178445
S01716,Song 01716,A0283,latin,201738
S01717,Song 01717,A0309,reggaeton,279799
S01718,Song 01718,A0400,metal,213174
S01719,Song 01719,A0194,jazz,176170
S01720,Song 01720,A0225,jazz,199259
S01721,Song 01721,A0207,indie_rock,337477
S01722,Song 01722,A0224,electronic,364705
S01723,Song 01723,A0097,rock,258967
S01724,Song 01724,A0228,r_and_b,273488
S01725,Song 01725,A0154,pop,256685
S01726,Song 01726,A0011,hip_hop,244991
S01727,Song 01727,A0276,r_and_b,92253
S01728,Song 01728,A0097,rock,368039
S01729,Song 01729,A0073,pop,209490
S01730,Song 01730,A0317,country,250053
S01731,Song 01731,A0377,indie_rock,261435
S01732,Song 01732,A0048,rock,168729
S01733,Song 01733,A0162,rock,130214
S01734,Song 01734,A0109,pop,261215
S01735,Song 01735,A0265,classical,243292
S01736,Song 01736,A0387,r_and_b,264331
S01737,Song 01737,A0292,latin,327743
S01738,Song 01738,A0400,metal,155225
S01739,Song 01739,A0365,classical,176668
S01740,Song 01740,A0180,indie_rock,246056
S01741,Song 01741,A0025,country,293497
S01742,Song 01742,A0056,latin,303568
S01743,Song 01743,A0056,latin,170163
S01744,Song 01744,A0316,metal,204257
S01745,Song 01745,A0158,jazz,189371
S01746,Song 01746,A0391,classical,165527
S01747,Song 01747,A0046,classical,248437
S01748,Song 01748,A0200,classical,141538
S01749,Song 01749,A0195,classical,262077
S01750,Song 01750,A0318,hip_hop,169368
S01751,Song 01751,A0325,metal,344679
S01752,Song 01752,A0102,metal,188473
S01753,Song 01753,A0049,jazz,283179
S01754,Song 01754,A0323,hip_hop,294830
S01755,Song 01755,A0322,r_and_b,195420
S01756,Song 01756,A0005,latin,256447
S01757,Song 01757,A0339,hip_hop,249036
S01758,Song 01758,A0382,metal,177041
S01759,Song 01759,A0395,electronic,210224
S01760,Song 01760,A0186,reggaeton,363599
S01761,Song 01761,A0069,pop,252462
S01762,Song 01762,A0232,classical,264205
S01763,Song 01763,A0127,rock,109946
S01764,Song 01764,A0266,r_and_b,99041
S01765,Song 01765,A0348,classical,254748
S01766,Song 01766,A0182,pop,199593
S01767,Song 01767,A0394,classical,133965
S01768,Song 01768,A0153,rock,166610
S01769,Song 01769,A0324,classical,175815
S01770,Song 01770,A0104,pop,97249
S01771,Song 01771,A0021,electronic,270644
S01772,Song 01772,A0233,metal,84189
S01773,Song 01773,A0093,latin,348917
S01774,Song 01774,A0371,reggaeton,98306
S01775,Song 01775,A0389,metal,166682
S01776,Song 01776,A0337,pop,262880
S01777,Song 01777,A0298,electronic,235693
S01778,Song 01778,A0080,indie_rock,283100
S01779,Song 01779,A0311,pop,172896
S01780,Song 01780,A0271,latin,88461
S01781,Song 01781,A0191,r_and_b,281050
S01782,Song 01782,A0343,indie_rock,170833
S01783,Song 01783,A0024,reggaeton,240050
S01784,Song 01784,A0075,reggaeton,309923
S01785,Song 01785,A0231,metal,332821
S01786,Song 01786,A0193,jazz,85670
S01787,Song 01787,A0235,metal,251657
S01788,Song 01788,A0195,classical,127096
S01789,Song 01789,A0080,indie_rock,172477
S01790,Song 01790,A0246,country,153821
S01791,Song 01791,A0151,electronic,322001
S01792,Song 01792,A0046,classical,233956
S01793,Song 01793,A0329,reggaeton,163520
S01794,Song 01794,A0205,jazz,282160
S01795,Song 01795,A0244,jazz,160235
S01796,Song 01796,A0198,latin,310670
S01797,Song 01797,A0365,classical,186864
S01798,Song 01798,A0321,reggaeton,256262
S01799,Song 01799,A0145,pop,304210
S01800,Song 01800,A0264,latin,155582
S01801,Song 01801,A0032,electronic,275279
S01802,Song 01802,A0329,reggaeton,257828
S01803,Song 01803,A0337,pop,252085
S01804,Song 01804,A0168,reggaeton,157271
S01805,Song 01805,A0317,country,243664
S01806,Song 01806,A0243,electronic,187376
S01807,Song 01807,A0361,r_and_b,259529
S01808,Song 01808,A0062,jazz,102349
S01809,Song 01809,A0342,classical,220438
S01810,Song 01810,A0298,electronic,175410
S01811,Song 01811,A0188,rock,147508
S01812,Song 01812,A0385,latin,309506
S01813,Song 01813,A0136,electronic,158429
S01814,Song 01814,A0301,latin,193957
S01815,Song 01815,A0238,jazz,261941
S01816,Song 01816,A0295,hip_hop,164648
S01817,Song 01817,A0249,rock,298698
S01818,Song 01818,A0201,r_and_b,164954
S01819,Song 01819,A0343,indie_rock,160463
S01820,Song 01820,A0371,reggaeton,193533
S01821,Song 01821,A0146,r_and_b,200496
S01822,Song 01822,A0283,latin,332006
S01823,Song 01823,A0017,metal,288894
S01824,Song 01824,A0373,rock,205127
S01825,Song 01825,A0355,rock,283402
S01826,Song 01826,A0037,classical,167113
S01827,Song 01827,A0378,pop,255001
S01828,Song 01828,A0269,pop,217144
S01829,Song 01829,A0150,indie_rock,187151
S01830,Song 01830,A0125,country,312832
S01831,Song 01831,A0206,metal,252917
S01832,Song 01832,A0058,electronic,243171
S01833,Song 01833,A0237,metal,124408
S01834,Song 01834,A0138,country,211177
S01835,Song 01835,A0023,pop,243975
S01836,Song 01836,A0261,classical,82268
S01837,Song 01837,A0149,electronic,280805
S01838,Song 01838,A0035,jazz,212585
S01839,Song 01839,A0097,rock,225689
S01840,Song 01840,A0024,reggaeton,154831
S01841,Song 01841,A0398,jazz,96634
